           0   1     2
0     COM120  --  CANC
1   COM120.1  --  CANC
2   COM120.2  --  CANC
3     COM220  --  CANC
4   COM220.1  --  CANC
5   COM220.2  --  CANC
6     MAT013  --  CANC
7     MAT021  --  CANC
8     MAT013  --  CANC
9     SIN413  --  CANC
10  CIC110.1  --  CANC
11  CIC110.2  --  CANC
12  COM120.1  --  CANC
13  COM120.2  --  CANC
14  COM220.1  --  CANC
15  COM220.2  --  CANC
16    MAT013  --  CANC
17    MAT021  --  CANC
18    MAT013  --  CANC
